0.000000000000000000e+00,3.115581238963613578e+04,6.144664387193158473e+04,5.818805837416269060e+04,5.237267741407005815e+04,5.433765915992211376e+04,4.720838617352012807e+04,5.237056179896073445e+04,5.462473699658732949e+04,5.814557965033187065e+04,5.323171936775353970e+04,5.210607242645233055e+04,4.972510691423478420e+04,4.825586964406994230e+04,6.101456836368144286e+04,6.320080491899124900e+04,5.681797307908863149e+04,5.611946146278444940e+04,4.965504158487156383e+04,4.979761602121978649e+04,6.825671338498289697e+04,5.687027420722309034e+04,4.776926725117010210e+04,4.909095594494671968e+04,6.890435810817364836e+04,5.882392760537828872e+04,5.383767701262924675e+04,5.387432624870068685e+04,5.296195735075891571e+04,5.164219546581363102e+04,5.957310377129944391e+04,6.074748795885753498e+04,4.981561288145835715e+04,4.988682495033545274e+04,6.486414963263732352e+04,5.731732585797971842e+04,7.391074148236011388e+04,7.820745253978749679e+04,6.343790284766594414e+04,6.255917393033243570e+04,5.654521653305493965e+04,6.404537142842532194e+04,6.367483912334439083e+04,5.930524225696356007e+04
3.115581238963613578e+04,0.000000000000000000e+00,5.555110780438907386e+04,5.208549136831203214e+04,4.603432501472451258e+04,4.810744711002722761e+04,4.263735582724754931e+04,4.923353148976785451e+04,5.277687033926061122e+04,5.538181824464494275e+04,4.699102376698382432e+04,4.641490181140181085e+04,4.318094083641257748e+04,4.192255086350045167e+04,5.687001901637828996e+04,5.909730953071198746e+04,5.239752151260182291e+04,5.143925947665113199e+04,4.660365380867963540e+04,4.577441307529212645e+04,6.418235434205699858e+04,5.217646142810161109e+04,4.253043378010264132e+04,4.350298447631690942e+04,6.425591112931218231e+04,5.593041581921427132e+04,5.192506805942408391e+04,4.912309521707333624e+04,4.807818444129295676e+04,4.357927595129632391e+04,5.433437278490292374e+04,5.739492522912842833e+04,4.562889042550263548e+04,4.567688457331870450e+04,5.993923988819016085e+04,5.362735783970008924e+04,6.572386988282823586e+04,7.098596869172475999e+04,5.872776425902260962e+04,5.733989845318593143e+04,4.882004071499492420e+04,5.740956000054726610e+04,6.142553786788653815e+04,5.838907055724833481e+04
6.144664387193158473e+04,5.555110780438907386e+04,0.000000000000000000e+00,3.496991081339840457e+04,5.898990622096874722e+04,5.990243942870506726e+04,4.968865708503448695e+04,5.356635313128930284e+04,5.669827091674662370e+04,5.960067735253561113e+04,5.634172052757647907e+04,5.455528319621584524e+04,6.319407955207089981e+04,6.045857568722982251e+04,6.338952688853848667e+04,6.237538404686286958e+04,5.680047186298076122e+04,5.714273942750575225e+04,5.952294611983068899e+04,6.199608227598437225e+04,6.512282034882558946e+04,5.815895037441981549e+04,6.289020084944710106e+04,5.885220328221469390e+04,6.394865108749125648e+04,6.178937743242274883e+04,6.030531023834482039e+04,5.916549507285001891e+04,5.987444697949498368e+04,5.575441789288130531e+04,6.296026587391489738e+04,6.522538748821174522e+04,6.054302697869791155e+04,6.093614482431019860e+04,7.256701253064147022e+04,6.557308622487918183e+04,7.875380825917949551e+04,8.323256151136613335e+04,6.779717519311548676e+04,6.322390454278412653e+04,6.897382690948189702e+04,6.987249382455606246e+04,6.033597222959916689e+04,6.213715349355322542e+04
5.818805837416269060e+04,5.208549136831203214e+04,3.496991081339840457e+04,0.000000000000000000e+00,5.423342795284793829e+04,5.489130656891897524e+04,5.011045415584398870e+04,5.241520679382053640e+04,5.673000170969789178e+04,5.907718851452616946e+04,5.226003564918034681e+04,4.993659351618504297e+04,6.075937426860834967e+04,5.845791745784643717e+04,6.024520708551326243e+04,5.959095056843984639e+04,5.625754625965537707e+04,5.607450167014280305e+04,5.838190454585457337e+04,6.006479170641105156e+04,6.220653140314241318e+04,5.495752879545489850e+04,6.154853134384575242e+04,5.722895063001064409e+04,6.435365518703138514e+04,6.127947506592582795e+04,5.781041003349179664e+04,5.738190992091087537e+04,5.832168453984840016e+04,5.380939006354414596e+04,6.302277971070497733e+04,6.518919198245111329e+04,5.942508745699073916e+04,6.064057620629353187e+04,7.010055458180462301e+04,6.197100889371585072e+04,7.906437162096350221e+04,8.325265357656178821e+04,6.666078102117792878e+04,6.163897375147799903e+04,6.484443776925127895e+04,6.827066798585333163e+04,6.028136718617677980e+04,5.894914559889418888e+04
5.237267741407005815e+04,4.603432501472451258e+04,5.898990622096874722e+04,5.423342795284793829e+04,0.000000000000000000e+00,2.867644443721423886e+04,4.815945104594611621e+04,5.461540481540234032e+04,5.604514506492594955e+04,5.811428310405747470e+04,4.897479181947528559e+04,4.783687703482300276e+04,4.866061583631377289e+04,4.601031653096824448e+04,6.092904590814682160e+04,6.250186713698032690e+04,5.211551916980662645e+04,5.400291656166337634e+04,5.256189824101065460e+04,5.216217290921181120e+04,5.082217869759093446e+04,4.273121570722545584e+04,5.525760163700121484e+04,5.510575923920000787e+04,6.626855854211980477e+04,5.935674223491048178e+04,5.296663218021233479e+04,4.843560738866661995e+04,5.422233018923553027e+04,4.874116650241114985e+04,5.740357131094240322e+04,6.164908794267029589e+04,5.253304190619676228e+04,5.241480249566520797e+04,6.647427672039764002e+04,5.871017663825292402e+04,7.320805864417366683e+04,7.565133201190031832e+04,5.648007769288278359e+04,5.602998779012267187e+04,5.393123289971169288e+04,6.501593866729348520e+04,6.075358301438679337e+04,5.858701463387125114e+04
5.433765915992211376e+04,4.810744711002722761e+04,5.990243942870506726e+04,5.489130656891897524e+04,2.867644443721423886e+04,0.000000000000000000e+00,4.922647749628969905e+04,5.681531659989458421e+04,5.649755522418956389e+04,5.905175379139095458e+04,4.978390906343085953e+04,4.736196305309173476e+04,4.905008447979304037e+04,4.791500403754872241e+04,6.176860308134381194e+04,6.359759272963860712e+04,5.254750839583171910e+04,5.378514788202170894e+04,5.246628776136409579e+04,5.187498439391476859e+04,4.763521728733886266e+04,3.987479396946461202e+04,5.720757164999817905e+04,5.689680653955366870e+04,6.877091740769926400e+04,6.225213685833873751e+04,5.427954012111506017e+04,4.992275045365946426e+04,5.646737637698718027e+04,5.098163803331721283e+04,6.129775952198568848e+04,6.420707616747875727e+04,5.486549868424928718e+04,5.590068577735177678e+04,6.733514191823173314e+04,5.882169435868181608e+04,7.490961186549799459e+04,7.980245770842875936e+04,5.942896945184517972e+04,5.722425851753114694e+04,5.622768663534666121e+04,6.701764949466496182e+04,6.251078878906121099e+04,6.106386381994192197e+04
4.720838617352012807e+04,4.263735582724754931e+04,4.968865708503448695e+04,5.011045415584398870e+04,4.815945104594611621e+04,4.922647749628969905e+04,0.000000000000000000e+00,3.305962552742208936e+04,4.588228153220655076e+04,4.890277676883233653e+04,4.858442521621099877e+04,4.808289198133716854e+04,5.136393029405932612e+04,4.923900565455416654e+04,5.301656605950876838e+04,5.593445597143042687e+04,4.964077543266376597e+04,4.955395322690634930e+04,4.374339329098747839e+04,4.384145796941428853e+04,6.363562346224510111e+04,5.362376849758807657e+04,4.944344601043302100e+04,4.831339507060347387e+04,6.052767931237707671e+04,5.338290952737721091e+04,5.032157831848891510e+04,4.887360418955002388e+04,4.359715942954025377e+04,3.886392387813657842e+04,4.636042648774796544e+04,4.921491771200519725e+04,5.044557549916123389e+04,4.942420403211755183e+04,6.088255711138955667e+04,5.611884650517581031e+04,6.296081439181949099e+04,7.016580020897995564e+04,5.478528806860512123e+04,5.425206637193464121e+04,4.720763512358927983e+04,5.683836170476164989e+04,5.369809663707980508e+04,5.360230381053860765e+04
5.237056179896073445e+04,4.923353148976785451e+04,5.356635313128930284e+04,5.241520679382053640e+04,5.461540481540234032e+04,5.681531659989458421e+04,3.305962552742208936e+04,0.000000000000000000e+00,5.285357247920971713e+04,5.313479449748978368e+04,5.206800196916876303e+04,5.190441388938230375e+04,5.594971784476065659e+04,5.372086563380596635e+04,5.732453014414283098e+04,5.830130374754466175e+04,5.460300819883608347e+04,5.521726954336016206e+04,5.015333495475086966e+04,4.973546325380084454e+04,6.797378297183277027e+04,5.977732031851541979e+04,5.587855800115094462e+04,5.407758847677735321e+04,6.252346050884117722e+04,5.617940894263764494e+04,5.623630585752750630e+04,5.692232618298424495e+04,5.050927908450288669e+04,4.417434075636640773e+04,5.283006883883961564e+04,5.615831536542953108e+04,5.393655684769592335e+04,5.327481549588977941e+04,6.857626883539589471e+04,6.130752858261101937e+04,6.624107000240545312e+04,7.250203455497659161e+04,5.874482301431546512e+04,5.470630523513018852e+04,5.429993161961276928e+04,6.289842463812616188e+04,5.915354211500671227e+04,5.817126695907257817e+04
5.462473699658732949e+04,5.277687033926061122e+04,5.669827091674662370e+04,5.673000170969789178e+04,5.604514506492594955e+04,5.649755522418956389e+04,4.588228153220655076e+04,5.285357247920971713e+04,0.000000000000000000e+00,3.510666290928806848e+04,5.688177329841347819e+04,5.649447401719557092e+04,5.527202059880410525e+04,5.260615978780659498e+04,5.951616546595037653e+04,6.180674495589283470e+04,5.458127580072751152e+04,5.306205369811339915e+04,5.626489072075330478e+04,5.532108627269664430e+04,6.415317115898348857e+04,5.556640200413603452e+04,5.910948070784284209e+04,5.864557619410989719e+04,7.183731748367733962e+04,6.461460176205071912e+04,5.738566882962794625e+04,5.706784727229742566e+04,5.819468712485465221e+04,5.272147402875804255e+04,5.005874704985121207e+04,4.858424949282649322e+04,6.013579908731518663e+04,5.996075426533199789e+04,6.679770207417951315e+04,6.001546088178267382e+04,6.930384134733915562e+04,7.530890812638275384e+04,6.187855045788992720e+04,5.967531977577388898e+04,5.895432187114463159e+04,6.954564516414208629e+04,6.030407546240917873e+04,6.112091571409796597e+04
5.814557965033187065e+04,5.538181824464494275e+04,5.960067735253561113e+04,5.907718851452616946e+04,5.811428310405747470e+04,5.905175379139095458e+04,4.890277676883233653e+04,5.313479449748978368e+04,3.510666290928806848e+04,0.000000000000000000e+00,5.871534404810858541e+04,5.841563755690384278e+04,5.818118561655902158e+04,5.551407619976734713e+04,6.380696312555275654e+04,6.680847973745425406e+04,6.016745779515068716e+04,5.789387986351626751e+04,6.046691189755967207e+04,5.744867062307446031e+04,6.351635921479482204e+04,5.575992990401490533e+04,6.157543461101938738e+04,6.171113020734676684e+04,7.157022558212395234e+04,6.796646861904712569e+04,6.055760238206195936e+04,6.182774211240628938e+04,6.026332980211199902e+04,5.589269423460748658e+04,5.341441795148596429e+04,5.110387951080028870e+04,6.217856843687748915e+04,6.215644611518779129e+04,7.087481632481490669e+04,6.181971353676442959e+04,7.246113645024529251e+04,7.768803433864290128e+04,6.707558492794541235e+04,6.324100641022744821e+04,6.289549271529345424e+04,7.332196662952218321e+04,6.184162422979227995e+04,6.300000258302323346e+04
